Product,Price,category,Filename,Retailer
DREST COLLECTION White flats with pearls and flat sole,89.9,shoes,drest.csv,drest
BOB BUCKET TOPPED,89.9,accessories,zara.csv,zara
Be kind with this mustard Bee Kind slogan t-shirt.,89.9,t-shirts,drest.csv,drest
NAFNAF LE CAF ECRU T-SHIRT,89.9,t-shirts,drest.csv,drest
Havaianas You Metallic,89.9,shoes,drest.csv,drest
"DREST COLLECTION Mid-heel sandal with two bungs, beige",89.9,shoes,drest.csv,drest
Havaianas Slim Flatform Glitter Argents,89.9,shoes,drest.csv,drest
NAFNAF TEE SHIRT HAPPINESS IN WHITE,89.9,t-shirts,drest.csv,drest
NAFNAF White lace t-shirt,89.9,t-shirts,drest.csv,drest
NAFNAF LACE AND HOOK T-SHIRT,89.9,t-shirts,drest.csv,drest
"ETAM -BAO Tank top Sunshine, White",89.9,t-shirts,drest.csv,drest
"ETAM -ANIL Ray pajama pants, Navy",89.9,pants,drest.csv,drest
TRESS HAT,89.9,accessories,zara.csv,zara
"ETAM -IAN Floral print pajama pants, Khaki",89.9,pants,drest.csv,drest
BASIC SCARF WITH WOOL,89.9,accessories,zara.csv,zara
RIVER ISLAND -PINK PRINT SLS ANNECY PRINTED PINNY MIDI,89.9,dresses,drest.csv,drest
TWISTED AJOUR TOP,89.9,sweatshirts,zara.csv,zara
SQUARE BUCKLE RAFHIA BELT,89.9,accessories,zara.csv,zara
Black Organza Puff Sleeve Manhattan Slogan T-Shirt,89.9,t-shirts,drest.csv,drest
Black T-shirt with wild flower print,89.9,t-shirts,drest.csv,drest
Long faux fur cardigan,89.99,blazers,HA.csv,HA
Women's vest,89.99,blazers,HA.csv,HA
Sleeveless vest,89.99,blazers,HA.csv,HA
Midi dress with shirt collar,89.99,shoes,HA.csv,HA
RIVER ISLAND -BLACK SS OVIE RUFFLE LACE MIX DRESS,91.8,dresses,drest.csv,drest
Dress,91.99,dresses,shana.csv,shana
Dress,91.99,dresses,shana.csv,shana
Maison 1 2 3 GRAY HERRINGBONE TILLEUL JACKET,93.0,blazers,drest.csv,drest
SALSA JEANS SLOUCHY CAPRI TROUSERS WITH DETAIL,93.0,pants,drest.csv,drest
SALSA JEANS Cardigan Travel Denim2Go,93.0,blazers,drest.csv,drest
DREST COLLECTION Black faux leather flat slide,94.4,shoes,drest.csv,drest
Havaianas You St Tropez Mesh pink prints,94.4,shoes,drest.csv,drest
DREST COLLECTION Black sandal with raffia platform sole,94.4,shoes,drest.csv,drest
DREST COLLECTION Black slider with pearls with flat sole,94.4,shoes,drest.csv,drest
DREST COLLECTION Black heeled sandal,94.4,shoes,drest.csv,drest
NEWLOOK Gray Quilted Panel Chain Shoulder Bag,94.9,accessories,drest.csv,drest
NewLook Cream Pocket Front Sports Shopper Bag,94.9,accessories,drest.csv,drest
NEWLOOK Black Tab Front Shoulder Bag,94.9,accessories,drest.csv,drest
DREST COLLECTION Gold glitter heeled sandal,94.9,shoes,drest.csv,drest
Havaianas Slim Glitter Ross,94.9,shoes,drest.csv,drest
Petite Black Spot Puff Sleeve Peplum Blouse,94.9,t-shirts,drest.csv,drest
White t-shirt with short sleeves and ruffles,94.9,t-shirts,drest.csv,drest
NEWLOOK Blue Seam High Waist Tori Mom Jeans,94.9,pants,drest.csv,drest
Pink tulle ruffle sleeve t-shirt,94.9,t-shirts,drest.csv,drest
Newlook Black Crochet Cami,94.9,t-shirts,drest.csv,drest
NEWLOOK -Silver Glitter Keyhole Pointed Pumps,94.9,shoes,drest.csv,drest
NEWLOOK Black Faux Croc Twist Strap Sliders,94.9,shoes,drest.csv,drest
RIVER ISLAND -BLACK VELVET BOW PLAYSUIT,94.9,dresses,drest.csv,drest
RIVER ISLAND -White Belted Bodycon Midi Dress,94.9,dresses,drest.csv,drest
NafNaf Halter neckline satin midi dress,94.9,dresses,drest.csv,drest
White Poplin Embroidery Trim Bardot Top,95.0,t-shirts,drest.csv,drest
Dress,95.99,dresses,shana.csv,shana
Dress,95.99,dresses,shana.csv,shana
Dress,95.99,dresses,shana.csv,shana
Dress,95.99,dresses,shana.csv,shana
Dress,97.99,dresses,shana.csv,shana
"ETAM -IRMA Short-sleeved print top, Anis",99.0,t-shirts,drest.csv,drest
SALSA JEANS SECRET PUSH IN SLIM JEANS WITH RINSED EFFECT,99.0,pants,drest.csv,drest
"ETAM -CATWALKY Satin pajama pants, Blue",99.0,pants,drest.csv,drest
Mesh crop top,99.9,t-shirts,mango.csv,mango
Ruffled cotton dress,99.9,dresses,mango.csv,mango
NAFNAF Women's black top,99.9,t-shirts,drest.csv,drest
Short flowing dress,99.9,dresses,mango.csv,mango
Mesh crop top,99.9,t-shirts,mango.csv,mango
Cropped top ctel,99.9,t-shirts,mango.csv,mango
Cropped top ctel,99.9,t-shirts,mango.csv,mango
Silver Glitter 2 Part Cork Espadrille Wedges,99.9,shoes,drest.csv,drest
Bead stone bracelet,99.9,accessories,mango.csv,mango
NAFNAF Blue Fine-knit square-neck sweater,99.9,t-shirts,drest.csv,drest
CHECKED SCARF,99.9,accessories,zara.csv,zara
NAFNAF Multicolored pearl clutch,99.9,accessories,drest.csv,drest
Open back fitted dress,99.9,dresses,mango.csv,mango
OVERSIZE TIE & DYE SWEATSHIRT,99.9,sweatshirts,zara.csv,zara
STRIPED SCARF,99.9,accessories,zara.csv,zara
STRIPED SCARF,99.9,accessories,zara.csv,zara
ZIPP TECHNICAL SWEATSHIRT,99.9,sweatshirts,zara.csv,zara
Stone pendant necklace,99.9,accessories,mango.csv,mango
PRINTED SCARF SCREEN,99.9,accessories,zara.csv,zara
PRINTED SCARF SCREEN,99.9,accessories,zara.csv,zara
PRINTED LINEN SCARF,99.9,accessories,zara.csv,zara
SOFT GOMTRIC CHARP,99.9,accessories,zara.csv,zara
SOFT GOMTRIC CHARP,99.9,accessories,zara.csv,zara
CTELE MESH CHARP,99.9,accessories,zara.csv,zara
BASIC CHARP,99.9,accessories,zara.csv,zara
Fluid print pants,99.9,pants,mango.csv,mango
BASIC CHARP,99.9,accessories,zara.csv,zara
Open back fitted dress,99.9,dresses,mango.csv,mango
Durable cotton jogging pants,99.9,pants,mango.csv,mango
BROD TROUSERS WITH LINEN,99.9,pants,zara.csv,zara
Soft ctel pants,99.9,pants,mango.csv,mango
Cotton joggers,99.9,pants,mango.csv,mango
Gingham culottes,99.9,pants,mango.csv,mango
Durable cotton jogging pants,99.9,pants,mango.csv,mango
Braided strappy sandals,99.9,shoes,mango.csv,mango
Ankle strap sandals,99.9,shoes,mango.csv,mango
Nude detail ring,99.9,accessories,mango.csv,mango
Nude thong sandals,99.9,shoes,mango.csv,mango
Asymmetric ring,99.9,accessories,mango.csv,mango
Metal ring,99.9,accessories,mango.csv,mango
Ctele knit pants,99.9,pants,mango.csv,mango
CHECKED SCARF,99.9,accessories,zara.csv,zara
Nude thong sandals,99.9,shoes,mango.csv,mango
Cotton trousers with pockets,99.9,pants,mango.csv,mango
Bead stone bracelet,99.9,accessories,mango.csv,mango
NAFNAF Women's short-sleeved t-shirt with ruffles and V-neck,99.9,t-shirts,drest.csv,drest
CHECKED SCARF,99.9,accessories,zara.csv,zara
Stone pendant necklace,99.9,accessories,mango.csv,mango
Bead stone bracelet,99.9,accessories,mango.csv,mango
Pleated print dress,99.9,dresses,mango.csv,mango
Organic cotton ruffle dress,99.9,dresses,mango.csv,mango
Pleated print dress,99.9,dresses,mango.csv,mango
Floral print dress,99.9,dresses,mango.csv,mango
STRUCTURED PANTS,99.9,pants,zara.csv,zara
Cotton trousers with pockets,99.9,pants,mango.csv,mango
Women's vest,99.99,blazers,HA.csv,HA
Women's long cardigan,99.99,blazers,HA.csv,HA
DREST COLLECTION Mid heel mules in black,103.4,shoes,drest.csv,drest
DREST COLLECTION Moccasin style mules in Camel,103.4,shoes,drest.csv,drest
"DREST COLLECTION Faux leather slide with 4 bungs with gold chains, White",103.4,shoes,drest.csv,drest
SALSA JEANS PUSH UP WONDER CAPRI JEANS WITH DETAIL ON BELT,103.5,pants,drest.csv,drest
MIGATO-Shoulder bag textur lzard MARON,104.0,accessories,drest.csv,drest
DREST COLLECTION Flipflop in thumbs up yellow with rubber sole,104.9,shoes,drest.csv,drest
DREST COLLECTION Purple heeled sandal,104.9,shoes,drest.csv,drest
DREST COLLECTION Multicolor heeled sandal with platform sole in white,104.9,shoes,drest.csv,drest
Havaianas You St Tropez Yellow mesh prints,104.9,shoes,drest.csv,drest
"DREST COLLECTION Square heeled sandal with three bungs in suede, Nude",104.9,shoes,drest.csv,drest
NewLook Mink Leather-Look Stud Tote Bag,107.1,accessories,drest.csv,drest
Light black blazer,107.9,blazers,drest.csv,drest
Short dress,107.99,dresses,shana.csv,shana
Dress,107.99,dresses,shana.csv,shana
Dress,107.99,dresses,shana.csv,shana
NEWLOOK Black Ribbed Zip Front Flared Trousers,108.4,pants,drest.csv,drest
TUXEDO STYLE CIGARETTE TROUSERS,109.0,pants,zara.csv,zara
BUCKET HAT,109.0,accessories,zara.csv,zara
STARTER 2021 SWEATSHIRT,109.0,sweatshirts,zara.csv,zara
SHORT HOODED SWEATSHIRT,109.0,sweatshirts,zara.csv,zara
OVERSIZE HOODED SWEATSHIRT,109.0,sweatshirts,zara.csv,zara
FRUIT OF THE LOOM SWEATSHIRT,109.0,sweatshirts,zara.csv,zara
BERKELEY UNIVERSITY SWEATSHIRT,109.0,sweatshirts,zara.csv,zara
DREST COLLECTION Moccasin Style Mules in White,112.4,shoes,drest.csv,drest
DREST COLLECTION Mid heel mules in beige,112.4,shoes,drest.csv,drest
DREST COLLECTION Khaki mid-heel mullein with square sole,112.4,shoes,drest.csv,drest
KELARA BROWN CROSS WEDGE SANDALS,112.4,shoes,drest.csv,drest
Wide Fit Sandals rose gold braided leather straps,114.9,shoes,drest.csv,drest
"Loose black jumpsuit, tied at the front",114.9,dresses,drest.csv,drest
NAFNAF DRESS WITH GOLD,114.9,dresses,drest.csv,drest
Super Soft Bright Blue Super Skinny India Jeans,114.9,pants,drest.csv,drest
NafNaf LONG FLOWING JUMPSUIT,114.9,dresses,drest.csv,drest
NAFNAF Short V-neck dress in Navy blue,114.9,dresses,drest.csv,drest
Blue denim blouse dress with puff sleeves,114.9,dresses,drest.csv,drest
RIVER ISLAND -BLACK LS FRILL HEM STAR PRINT DRESS,114.9,dresses,drest.csv,drest
RIVER ISLAND -BLACK LS LACE SMOCK MIDI DRESS,114.9,dresses,drest.csv,drest
NEWLOOK Curves Pale Blue Chiffon Tiered Midi Dress,114.9,dresses,drest.csv,drest
NafNaf DRESS WITH BROD DETAIL IN RED,114.9,dresses,drest.csv,drest
Pale Blue Acid Wash Ripped Tori Mom Jeans,114.9,pants,drest.csv,drest
NafNaf Backless wedding dress,114.9,dresses,drest.csv,drest
NEWLOOK Curves Black Ribbed Flared Trousers,114.9,pants,drest.csv,drest
Newlook Yazmin light blue high waist skinny jeans,114.9,pants,drest.csv,drest
DREST COLLECTION black slide with rombour drain,114.9,shoes,drest.csv,drest
Pale Pink Leather-Look Espadrille Wedges,114.9,shoes,drest.csv,drest
NewLook Camel Leather-Look Knot Headband,114.9,accessories,drest.csv,drest
SALSA JEANS Jeans Shape Up Push Up Capri with pocket detail,114.9,pants,drest.csv,drest
DREST COLLECTION Nude thongs with black platform sole,116.0,shoes,drest.csv,drest
"DREST COLLECTION Mid-heel bung sandal Transparent, orange",116.0,shoes,drest.csv,drest
Red t-shirt with sketch lips print,119.0,t-shirts,drest.csv,drest
Relief ring,119.0,accessories,mango.csv,mango
Relief ring,119.0,accessories,mango.csv,mango
Piercing earrings pack,119.0,accessories,mango.csv,mango
Pearl chain necklace,119.0,accessories,mango.csv,mango
Relief necklace,119.0,accessories,mango.csv,mango
Cream Leather-Look Diamond Circle Buckle Belt,119.0,accessories,drest.csv,drest
Crystal dangling earrings,119.0,accessories,mango.csv,mango
Lot of sodalite and fluorite rings,119.0,accessories,mango.csv,mango
Lot of sodalite and moonstone rings,119.0,accessories,mango.csv,mango
Stone pendant necklace,119.0,accessories,mango.csv,mango
Pearl chain necklace,119.0,accessories,mango.csv,mango
Irregular croles,119.0,accessories,mango.csv,mango
Croles,119.0,accessories,mango.csv,mango
Croles,119.0,accessories,mango.csv,mango
Irregular croles,119.0,accessories,mango.csv,mango
Metal cuff bracelet,119.0,accessories,mango.csv,mango
Chain necklace,119.0,accessories,mango.csv,mango
Link bracelet,119.0,accessories,mango.csv,mango
Nude detail bracelet,119.0,accessories,mango.csv,mango
Stone pendant necklace,119.0,accessories,mango.csv,mango
Relief texture ring,119.0,accessories,mango.csv,mango
"ETAM -ALEXIA Printed capri pants, Green",119.0,pants,drest.csv,drest
Newlook Jenna Bright Blue Lacid Blue Skinny Jeans,119.0,pants,drest.csv,drest
Necklace stones pendants,119.0,accessories,mango.csv,mango
Metal signet,119.0,accessories,mango.csv,mango
PRINTED SATIN DRESS,119.0,dresses,zara.csv,zara
Swiss embroidery cotton dress,119.0,dresses,mango.csv,mango
Ruffled cotton dress,119.0,dresses,mango.csv,mango
Ruffle texture dress,119.0,dresses,mango.csv,mango
Open back dress,119.0,dresses,mango.csv,mango
Floral dress,119.0,dresses,mango.csv,mango
Printed midi dress,119.0,dresses,mango.csv,mango
Printed midi dress,119.0,dresses,mango.csv,mango
Ruffle texture dress,119.0,dresses,mango.csv,mango
Printed dress with puff sleeves,119.0,dresses,mango.csv,mango
Nude print dress,119.0,dresses,mango.csv,mango
Cotton joggers,119.0,pants,mango.csv,mango
Printed dress with puff sleeves,119.0,dresses,mango.csv,mango
Ruched print dress,119.0,dresses,mango.csv,mango
Organic cotton jogging pants,119.0,pants,mango.csv,mango
Printed texture dress,119.0,dresses,mango.csv,mango
Printed texture dress,119.0,dresses,mango.csv,mango
VETIVER GRAPEFRUIT 90 ML,119.0,perfumes,zara.csv,zara
EBONY WOOD 90 ML,119.0,perfumes,zara.csv,zara
WATERLILY TEA DRESS 90 ML,119.0,perfumes,zara.csv,zara
CROSSED LEATHER FLAT SANDALS,119.0,shoes,zara.csv,zara
CROSSED LEATHER FLAT SANDALS,119.0,shoes,zara.csv,zara
Ruched print dress,119.0,dresses,mango.csv,mango
CROSSED LEATHER FLAT SANDALS,119.0,shoes,zara.csv,zara
Textured jogging pants,119.0,pants,mango.csv,mango
Straight Lyocell pants,119.0,pants,mango.csv,mango
Linen knot Bermuda shorts,119.0,pants,mango.csv,mango
Drawstring jogging pants,119.0,pants,mango.csv,mango
Cotton culottes,119.0,pants,mango.csv,mango
Elastic waist pants,119.0,pants,mango.csv,mango
Cotton culottes,119.0,pants,mango.csv,mango
Straight print pants,119.0,pants,mango.csv,mango
Drawstring jogging pants,119.0,pants,mango.csv,mango
Elastic waist cotton pants,119.0,pants,mango.csv,mango
Drawstring jogging pants,119.0,pants,mango.csv,mango
Textured jogging pants,119.0,pants,mango.csv,mango
Cigarette suit pants,119.0,pants,mango.csv,mango
High waist jeans,119.0,pants,mango.csv,mango
High waist jeans,119.0,pants,mango.csv,mango
Straight cotton pants,119.0,pants,mango.csv,mango
Cotton culottes,119.0,pants,mango.csv,mango
Fluid printed pants,119.0,pants,mango.csv,mango
Fluid printed pants,119.0,pants,mango.csv,mango
Combined print pants,119.0,pants,mango.csv,mango
Straight mesh pants,119.0,pants,mango.csv,mango
Straight mesh pants,119.0,pants,mango.csv,mango
Elastic waist pants,119.0,pants,mango.csv,mango
PLEATED TROUSERS,119.0,pants,zara.csv,zara
Drawstring jogging pants,119.0,pants,mango.csv,mango
TWISTED SLEEVES,119.0,sweatshirts,zara.csv,zara
OVERSIZE DLAV EFFECT SWEATSHIRT,119.0,sweatshirts,zara.csv,zara
Cable knit polo shirt,119.0,t-shirts,mango.csv,mango
SATIN WRAP DRESS,119.0,dresses,zara.csv,zara
DENIM OVERALL DRESS,119.0,dresses,zara.csv,zara
Felt strap clogs,119.0,shoes,mango.csv,mango
OVERSIZE SWEATSHIRT,119.0,sweatshirts,zara.csv,zara
SATIN DRESS,119.0,dresses,zara.csv,zara
SHORT SATIN DRESS,119.0,dresses,zara.csv,zara
PRINTED SATIN DRESS,119.0,dresses,zara.csv,zara
SHORT SATIN DRESS,119.0,dresses,zara.csv,zara
SATIN WRAP DRESS,119.0,dresses,zara.csv,zara
LASTIC SHORT DRESS,119.0,dresses,zara.csv,zara
VELVET CROPPED SWEATSHIRT,119.0,sweatshirts,zara.csv,zara
DRESS WITH PERFORATED EMBROIDERY INSERTS,119.0,dresses,zara.csv,zara
SHORT SWEATSHIRT WITH RUFFLES,119.0,sweatshirts,zara.csv,zara
FLORAL PRINT DRESS,119.0,dresses,zara.csv,zara
SATIN WRAP DRESS,119.0,dresses,zara.csv,zara
PRINTED SATIN DRESS,119.0,dresses,zara.csv,zara
PRINTED SATIN DRESS,119.0,dresses,zara.csv,zara
Cotton sweatshirt with buttons,119.0,t-shirts,mango.csv,mango
SATIN DRESS,119.0,dresses,zara.csv,zara
Basic lace-up trainers,119.0,shoes,mango.csv,mango
HOODED FLEECE VEST,119.0,sweatshirts,zara.csv,zara
Cotton sweatshirt with buttons,119.0,t-shirts,mango.csv,mango
PRINTED SATIN DRESS,119.0,dresses,zara.csv,zara
SATIN WRAP DRESS,119.0,dresses,zara.csv,zara
SATIN DRESS,119.0,dresses,zara.csv,zara
SHORT HOODED SWEATSHIRT,119.0,sweatshirts,zara.csv,zara
SATIN DRESS,119.0,dresses,zara.csv,zara
PERKINS SLEEVES,119.0,sweatshirts,zara.csv,zara
DRESS WITH SLOTS,119.0,dresses,zara.csv,zara
MOA EARRING COLOR GOLD / BROWN,119.9,accessories,drest.csv,drest
NAFNAF Glitter crossbody bag Pink,119.9,accessories,drest.csv,drest
NAFNAF Pocket bag white,119.9,accessories,drest.csv,drest
MY OYA Cutie Little Bag pastel blue,119.9,accessories,drest.csv,drest
NewLook Raw varnished pouch with metal ornament,119.9,accessories,drest.csv,drest
MY OYA Happy Colors Beach Bag,119.9,accessories,drest.csv,drest
NAFNAF Rectangular scarf with flower motifs in two colors PENXF11A,119.9,accessories,drest.csv,drest
NewLook Burgundy Suedette Quilted Laptop Backpack,119.9,accessories,drest.csv,drest
Blue denim dress with full puff sleeves and bardot collar,124.9,dresses,drest.csv,drest
NafNaf Women's pants White,124.9,pants,drest.csv,drest
KELARA MULES PLATFORM IN BEIGES,124.9,shoes,drest.csv,drest
DREST COLLECTION Mid heel mules in white,124.9,shoes,drest.csv,drest
NEWLOOK Blue Vintage Wash Hannah Straight Leg Jeans,124.9,pants,drest.csv,drest
DREST COLLECTION Mid-heel mullein in white with square sole,124.9,shoes,drest.csv,drest
DREST COLLECTION Black patent heeled sandal with transparent bung with new sequin,124.9,shoes,drest.csv,drest
NafNaf Women's Pants (Black / White),125.0,pants,drest.csv,drest
"ETAM -MYANA Floral print pajama pants, Ecru",125.0,pants,drest.csv,drest
"ETAM -EVIE Printed pajama pants, IMP FD ECRU",125.0,pants,drest.csv,drest
"ETAM -ERBAL Printed satin trousers, Bronze",125.0,pants,drest.csv,drest
"ETAM -MADDEN Printed pajama pants, Lila",125.0,pants,drest.csv,drest
"ETAM -LOTIER Printed satin trousers, Ecru",125.0,pants,drest.csv,drest
"ETAM -DAMJAN Printed satin trousers, IMP FD Ecru",125.0,pants,drest.csv,drest
Super Soft Blue India Super Skinny Jeans,125.0,pants,drest.csv,drest
"ETAM -MYANA Friday short-sleeved t-shirt, Ecru",125.0,t-shirts,drest.csv,drest
DREST COLLECTION Green thongs with black platform sole,125.9,shoes,drest.csv,drest
NAFNAF Black tapered pants for women,129.9,pants,drest.csv,drest
Dark blue denim playsuit with belt,129.9,dresses,drest.csv,drest
RIVER ISLAND -Pink Cargo Trousers,129.9,pants,drest.csv,drest
NEWLOOK Blue Ripped High Waist Tori Mom Jeans,129.9,pants,drest.csv,drest
Evening dress,131.99,dresses,shana.csv,shana
"ETAM -BAYRONNE Bandana print pajama pants, Coral",134.9,pants,drest.csv,drest
Short black denim jacket,134.9,blazers,drest.csv,drest
NEWLOOK Red Acid Wash Jersey Smock Dress,134.9,dresses,drest.csv,drest
Together,134.99,dresses,shana.csv,shana
Together,134.99,pants,shana.csv,shana
Together,134.99,blazers,shana.csv,shana
Together,134.99,t-shirts,shana.csv,shana
Together,134.99,accessories,shana.csv,shana
Together,134.99,shoes,shana.csv,shana
"ETAM -WALLY Pajama pants, Black",135.0,pants,drest.csv,drest
Adjusted waist blue bootcut jeans,135.0,pants,drest.csv,drest
"ETAM -MICKY Striped pajama pants, Ecru",135.0,pants,drest.csv,drest
Pale Blue Ripped Tori Mom Jeans,135.0,pants,drest.csv,drest
Wide black pquerette print pants,135.0,pants,drest.csv,drest
"Maison 1 2 3 Jacket with tailored collar, micro-patterned hanger Pink",138.0,blazers,drest.csv,drest
SATIN DRESS WITH FLOWER PRINT,139.0,dresses,zara.csv,zara
Laser cut neoprene leggings,139.0,pants,mango.csv,mango
Suit trousers with belt,139.0,pants,mango.csv,mango
SATIN DRESS,139.0,dresses,zara.csv,zara
Suit trousers with belt,139.0,pants,mango.csv,mango
Fluid printed pants,139.0,pants,mango.csv,mango
Elastic waist cotton pants,139.0,pants,mango.csv,mango
RUFFLED KNIT DRESS,139.0,dresses,zara.csv,zara
Elastic waist cotton pants,139.0,pants,mango.csv,mango
Sports leggings,139.0,pants,mango.csv,mango
High waist palazzo pants,139.0,pants,mango.csv,mango
Mesh joggers,139.0,pants,mango.csv,mango
High waist palazzo pants,139.0,pants,mango.csv,mango
THE WEEKEND JOGGER PANTS,139.0,pants,zara.csv,zara
Slit cotton dress,139.0,dresses,mango.csv,mango
EMBROIDERED PLUMETIS DRESS,139.0,dresses,zara.csv,zara
PURPLE MAGAZINE SWEATSHIRT,139.0,sweatshirts,zara.csv,zara
PURPLE MAGAZINE SWEATSHIRT,139.0,sweatshirts,zara.csv,zara
Openwork knit dress,139.0,dresses,mango.csv,mango
Dress with openings,139.0,dresses,mango.csv,mango
Fluid floral print dress,139.0,dresses,mango.csv,mango
Pleated print dress,139.0,dresses,mango.csv,mango
Pleated print dress,139.0,dresses,mango.csv,mango
Bare print dress,139.0,dresses,mango.csv,mango
PRINTED SHIRT DRESS,139.0,dresses,zara.csv,zara
Bare print dress,139.0,dresses,mango.csv,mango
ORANGE BLOSSOM 90ML + 15ML,139.0,perfumes,zara.csv,zara
PLATFORM HEEL SANDALS,139.0,shoes,zara.csv,zara
MULES GOMTRIC HEELS,139.0,shoes,zara.csv,zara
BROD TROUSERS WITH LINEN,139.0,pants,zara.csv,zara
PRINTED PAJAMAS TROUSERS,139.0,pants,zara.csv,zara
KNITTED SKIRT,139.0,pants,zara.csv,zara
THE WEEKEND JOGGER PANTS,139.0,pants,zara.csv,zara
THE WEEKEND JOGGER PANTS,139.0,pants,zara.csv,zara
OVERSIZE HOODED SWEATSHIRT,139.0,sweatshirts,zara.csv,zara
Ruffle print dress,139.0,dresses,mango.csv,mango
100% cotton midi dress,139.0,dresses,mango.csv,mango
SHORT GATHERED DRESS,139.0,dresses,zara.csv,zara
Linen culottes,139.0,pants,mango.csv,mango
Linen culottes,139.0,pants,mango.csv,mango
LONG STRIPED KNIT DRESS,139.0,dresses,zara.csv,zara
Faux leather elastic waist pants,139.0,pants,mango.csv,mango
PRINTED TUNIC DRESS,139.0,dresses,zara.csv,zara
Leather thong sandals,139.0,shoes,mango.csv,mango
Ruffled cotton dress,139.0,dresses,mango.csv,mango
100% cotton midi dress,139.0,dresses,mango.csv,mango
Ruffle texture dress,139.0,dresses,mango.csv,mango
Short pleated dress,139.0,dresses,mango.csv,mango
CROPPED KNIT SWEATSHIRT,139.0,sweatshirts,zara.csv,zara
Floral print dress,139.0,dresses,mango.csv,mango
Fluid floral print dress,139.0,dresses,mango.csv,mango
Printed dress with belt,139.0,dresses,mango.csv,mango
Fluid floral print dress,139.0,dresses,mango.csv,mango
Printed dress with belt,139.0,dresses,mango.csv,mango
Ruched print dress,139.0,dresses,mango.csv,mango
Open back dress,139.0,dresses,mango.csv,mango
Combination prints,139.0,dresses,mango.csv,mango
EMBROIDERED PLUMETIS DRESS,139.0,dresses,zara.csv,zara
Fluid printed dress,139.0,dresses,mango.csv,mango
JACKET,139.0,blazers,mango.csv,mango
Denim cardigan with pockets,139.0,blazers,mango.csv,mango
Biker jacket,139.0,blazers,mango.csv,mango
Heeled padded sandals,139.0,shoes,mango.csv,mango
100% linen pants,139.0,pants,mango.csv,mango
Culottes,139.0,pants,mango.csv,mango
Heeled padded sandals,139.0,shoes,mango.csv,mango
Nude leather ballet flats,139.0,shoes,mango.csv,mango
100% linen pants,139.0,pants,mango.csv,mango
Oversized denim jacket,139.0,blazers,mango.csv,mango
Pointed heels,139.0,shoes,mango.csv,mango
JACKET,139.0,blazers,mango.csv,mango
Cropped paulette jacket,139.0,blazers,mango.csv,mango
Cotton linen culottes,139.0,pants,mango.csv,mango
Cotton linen culottes,139.0,pants,mango.csv,mango
Nude leather ballet flats,139.0,shoes,mango.csv,mango
Printed culottes,139.0,pants,mango.csv,mango
Straight faux leather pants,139.0,pants,mango.csv,mango
Polo-style sweater,139.0,t-shirts,mango.csv,mango
Cotton culottes,139.0,pants,mango.csv,mango
JACKET,139.0,blazers,mango.csv,mango
Polo-style sweater,139.0,t-shirts,mango.csv,mango
Asymmetric relief necklace,139.0,accessories,mango.csv,mango
Pants with openings at the bottom,139.0,pants,mango.csv,mango
Seamless sports leggings,139.0,pants,mango.csv,mango
Pleated palazzo pants,139.0,pants,mango.csv,mango
Laser cut neoprene leggings,139.0,pants,mango.csv,mango
Straight trousers with pleats,139.0,pants,mango.csv,mango
Cotton denim shirt,139.0,blazers,mango.csv,mango
Square neckline bodysuit,139.0,t-shirts,mango.csv,mango
Suit trousers with belt,139.0,pants,mango.csv,mango
Combination knit polo shirt,139.0,t-shirts,mango.csv,mango
100% Lyocell pants,139.0,pants,mango.csv,mango
100% linen pants,139.0,pants,mango.csv,mango
100% Lyocell pants,139.0,pants,mango.csv,mango
Multiple bracelet,139.0,accessories,mango.csv,mango
Square rings set,139.0,accessories,mango.csv,mango
Thin rings set,139.0,accessories,mango.csv,mango
Chain necklace,139.0,accessories,mango.csv,mango
Snake imitation heel shoes,139.0,shoes,mango.csv,mango
Faux leather elastic waist pants,139.0,pants,mango.csv,mango
Asymmetric pumps,139.0,shoes,mango.csv,mango
Snake imitation thong sandals,139.0,shoes,mango.csv,mango
Oversized denim jacket,139.0,blazers,mango.csv,mango
Cropped paulette jacket,139.0,blazers,mango.csv,mango
Denim cardigan with pockets,139.0,blazers,mango.csv,mango
Denim overshirt with puff sleeves,139.0,blazers,mango.csv,mango
100% cotton cardigan,139.0,blazers,mango.csv,mango
Oversized denim jacket,139.0,blazers,mango.csv,mango
Denim waistcoat with studs,139.0,blazers,mango.csv,mango
Nude thong sandals,139.0,shoes,mango.csv,mango
Cotton denim jacket,139.0,blazers,mango.csv,mango
100% linen pants,139.0,pants,mango.csv,mango
Cropped cotton overshirt,139.0,blazers,mango.csv,mango
Nude thong sandals,139.0,shoes,mango.csv,mango
Snake imitation heel shoes,139.0,shoes,mango.csv,mango
Leather thong sandals,139.0,shoes,mango.csv,mango
Linen trousers with belt,139.0,pants,mango.csv,mango
Leather thong sandals,139.0,shoes,mango.csv,mango
Cropped cotton overshirt,139.0,blazers,mango.csv,mango
100% linen pants,139.0,pants,mango.csv,mango
Oversized denim jacket,139.0,blazers,mango.csv,mango
Cropped cotton overshirt,139.0,blazers,mango.csv,mango
Basic lace-up trainers,139.0,shoes,mango.csv,mango
Lace-up platform trainers,139.0,shoes,mango.csv,mango
100% linen pants,139.0,pants,mango.csv,mango
Gathered leather sandals,139.0,shoes,mango.csv,mango
Maison 1 2 3 Short V-neck dress in metallic thread White,139.9,dresses,drest.csv,drest
